State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Missouri,24865.0,23094.0,25147.0,24448.0,21693.0,24157.0,33778.0,34027.0,34743.0,35563.0,33372.0,34770.0,349657.0
Montana,3739188.0,3437529.0,3763190.0,3393392.0,3199332.0,3322983.0,3524560.0,3718764.0,3555089.0,3706882.0,3480901.0,3433904.0,42275714.0
New Mexico,2490902.0,2305909.0,2513040.0,2101307.0,1838118.0,2023148.0,1892724.0,1840954.0,1859123.0,2222652.0,2443881.0,2527613.0,26059371.0
North Dakota,2413233.0,2233162.0,2431572.0,2413725.0,2148675.0,2392782.0,2445073.0,2377149.0,2427259.0,2440922.0,2241207.0,2331103.0,28295862.0
Ohio,2042781.0,1891291.0,2062608.0,2025577.0,1839423.0,2006430.0,2125472.0,2123987.0,2126779.0,2198829.0,2075550.0,2125869.0,24644596.0
Oklahoma,140755.0,130929.0,142561.0,132580.0,116768.0,130032.0,124271.0,119698.0,122220.0,120424.0,107706.0,112922.0,1500866.0
Pennsylvania Total,5393469.0,5039048.0,5490779.0,5195543.0,4635374.0,5113017.0,4915010.0,4788010.0,4845202.0,5035728.0,4799116.0,4985507.0,60235803.0
Anthracite,92612.0,87013.0,94768.0,102665.0,92903.0,103130.0,107606.0,105271.0,107167.0,111394.0,106360.0,111618.0,1222507.0
Bituminous,5300857.0,4952035.0,5396011.0,5092878.0,4542471.0,5009887.0,4807404.0,4682739.0,4738035.0,4924334.0,4692756.0,4873889.0,59013296.0
Tennessee,203713.0,192849.0,209981.0,199009.0,175827.0,195803.0,201544.0,196139.0,200272.0,205218.0,192834.0,206308.0,2379497.0
Texas,3376664.0,3107820.0,3403676.0,3177735.0,3030156.0,3130366.0,3166138.0,3340085.0,3176835.0,3236632.0,2944791.0,2878934.0,37969832.0
Utah,1923472.0,1809279.0,1972159.0,1905306.0,1713794.0,1881819.0,1883423.0,1854440.0,1868533.0,1889052.0,1738192.0,1823892.0,22263361.0
Virginia,2092894.0,1945118.0,2121360.0,2048265.0,1855618.0,2023478.0,1945960.0,1919975.0,1921945.0,1896089.0,1685985.0,1742242.0,23198929.0
Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia Total,13001000.0,12105598.0,13200825.0,12353798.0,11115612.0,12141265.0,12191204.0,12079705.0,12110340.0,12376547.0,11655613.0,12593898.0,146925405.0
Northern,3455910.0,3261866.0,3556272.0,3514131.0,3181427.0,3483704.0,3304491.0,3238979.0,3255085.0,3414049.0,3281704.0,3441731.0,40389349.0
Southern,9545090.0,8843732.0,9644553.0,8839667.0,7934185.0,8657561.0,8886713.0,8840726.0,8855255.0,8962498.0,8373909.0,9152167.0,106536056.0
Wyoming,38800071.0,35545000.0,36984909.0,32855931.0,34031132.0,33189705.0,36859961.0,36400264.0,34575379.0,34207719.0,34698046.0,33618666.0,421766783.0
Appalachian Total,31655284.0,29528559.0,32188113.0,30572602.0,27436937.0,30113148.0,30119055.0,29669848.0,29880659.0,30461664.0,28449636.0,30060867.0,360136372.0
Interior Total,12183315.0,11266467.0,12316456.0,11690935.0,10983513.0,11758719.0,12202122.0,12452808.0,12154341.0,12339234.0,11784390.0,11872082.0,143004382.0
Western Total,53129041.0,48818871.0,51476815.0,45992745.0,45974714.0,46041810.0,49862605.0,49524035.0,47537144.0,47833085.0,47756879.0,46912642.0,580860386.0
East of Miss River,39874504.0,37201984.0,40565028.0,38672742.0,34917997.0,38177685.0,38557361.0,38216680.0,38329780.0,39133516.0,36780497.0,38575467.0,459003241.0
West of Miss River,57093136.0,52411913.0,55416356.0,49583540.0,49477167.0,49735992.0,53626421.0,53430011.0,51242364.0,51500467.0,51210408.0,50270124.0,624997899.0
US Total,96967640.0,89613897.0,95981384.0,88256282.0,84395164.0,87913677.0,92183782.0,91646691.0,89572144.0,90633983.0,87990905.0,88845591.0,1084001140.0
