State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
North Dakota,2336250.0,2290642.0,2799483.0,2595940.0,2267086.0,2537839.0,2443618.0,2584872.0,2525857.0,2481761.0,2501937.0,2368380.0,29733665.0
Ohio,2101605.0,2030006.0,2456818.0,2360984.0,2138940.0,2285639.0,2096729.0,2201550.0,2178548.0,2162579.0,2253486.0,2292062.0,26558946.0
Oklahoma,96677.0,95190.0,116334.0,107207.0,93563.0,105495.0,95585.0,101599.0,100230.0,92884.0,96108.0,94952.0,1195824.0
Pennsylvania Total,4566131.0,4462671.0,5429721.0,5410707.0,4833353.0,5268009.0,4731596.0,4968144.0,4937479.0,4753464.0,5001728.0,5094446.0,59457449.0
Anthracite,119341.0,118313.0,144377.0,158089.0,140967.0,151963.0,93863.0,98556.0,98187.0,124387.0,133288.0,135864.0,1517195.0
Bituminous,4446790.0,4344358.0,5285344.0,5252618.0,4692386.0,5116046.0,4637733.0,4869588.0,4839292.0,4629077.0,4868440.0,4958582.0,57940254.0
Tennessee,166940.0,168381.0,205783.0,187252.0,163210.0,182648.0,155196.0,162956.0,162543.0,154393.0,163914.0,167147.0,2040363.0
Texas,2889286.0,2670727.0,3147917.0,3238995.0,3207783.0,3053576.0,2983581.0,3158979.0,3010381.0,3174752.0,2918694.0,2854367.0,36309038.0
Utah,1686787.0,1668898.0,2026149.0,1956418.0,1757200.0,2001651.0,2164542.0,2262911.0,1753755.0,1329553.0,1362375.0,1974407.0,21944646.0
Virginia,1715995.0,1673386.0,2024921.0,1962000.0,1781592.0,1908161.0,1670192.0,1753691.0,1735159.0,1716220.0,1787467.0,1817995.0,21546779.0
Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia Total,11203418.0,10876027.0,13171454.0,12461291.0,11256033.0,12124774.0,11144015.0,11701141.0,11584970.0,11234026.0,11708091.0,11910587.0,140375827.0
Northern,3272457.0,3238516.0,3926615.0,3637536.0,3269065.0,3512707.0,3212812.0,3373429.0,3343171.0,3323736.0,3477234.0,3538466.0,41125744.0
Southern,7930961.0,7637511.0,9244839.0,8823755.0,7986968.0,8612067.0,7931203.0,8327712.0,8241799.0,7910290.0,8230857.0,8372121.0,99250083.0
Wyoming,34474967.0,33433584.0,37057613.0,35326306.0,34265928.0,34370952.0,37831540.0,38420767.0,37685205.0,38353511.0,37072693.0,37428010.0,435721076.0
Appalachian Total,27412824.0,26749125.0,32467364.0,31001786.0,27811835.0,30257872.0,27414305.0,28784840.0,28551489.0,27622145.0,28922867.0,29440432.0,346436884.0
Interior Total,11495913.0,11084807.0,13202934.0,12913016.0,12439958.0,12901830.0,12099068.0,12615496.0,12418066.0,12338265.0,12517204.0,12608094.0,148634651.0
Western Total,47052367.0,45497315.0,51561572.0,48752054.0,46630320.0,47115346.0,50356664.0,51009237.0,51213701.0,51395515.0,49788448.0,50496326.0,590868865.0
East of Miss River,35541642.0,34681052.0,41977578.0,40364487.0,36486887.0,39445086.0,35985657.0,37777969.0,37402097.0,36307182.0,37958909.0,38651795.0,452580341.0
West of Miss River,50419462.0,48650195.0,55254292.0,52302369.0,50395226.0,50829962.0,53884380.0,54631604.0,54781159.0,55048743.0,53269610.0,53893057.0,633360059.0
US Total,85961104.0,83331247.0,97231870.0,92666856.0,86882113.0,90275048.0,89870037.0,92409573.0,92183256.0,91355925.0,91228519.0,92544852.0,1085940400.0
