State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Missouri,36282.0,34265.0,35842.0,36324.0,38014.0,37403.0,34989.0,37682.0,32383.0,37037.0,35704.0,33432.0,429357.0
Montana,2781427.0,2842012.0,2786723.0,2981557.0,3442425.0,3171852.0,3869226.0,3944099.0,3298312.0,2449927.0,2894835.0,2521472.0,36983867.0
New Mexico,1809754.0,1678117.0,1684437.0,1559133.0,1701566.0,1982103.0,1795127.0,1864538.0,1914046.0,2164166.0,1927389.0,1389357.0,21469733.0
North Dakota,2465834.0,2401391.0,2466854.0,2118220.0,2159415.0,1960516.0,2277714.0,2486305.0,2130667.0,2792393.0,2572746.0,2196887.0,28028942.0
Ohio,2320536.0,2164784.0,2263151.0,2272526.0,2326743.0,2281139.0,2249709.0,2377450.0,2109830.0,2460873.0,2380863.0,2335901.0,27543505.0
Oklahoma,85856.0,81084.0,84816.0,88879.0,93566.0,91053.0,86335.0,92981.0,79896.0,89662.0,86442.0,80657.0,1041227.0
Pennsylvania Total,4929631.0,4611184.0,4807721.0,4665122.0,4809867.0,4687307.0,4679765.0,4974440.0,4349828.0,4932096.0,4765704.0,4626732.0,56839397.0
Anthracite,167655.0,157062.0,163509.0,169053.0,175242.0,169675.0,171005.0,182360.0,158214.0,193931.0,187259.0,181689.0,2076654.0
Bituminous,4761976.0,4454122.0,4644212.0,4496069.0,4634625.0,4517632.0,4508760.0,4792080.0,4191614.0,4738165.0,4578445.0,4445043.0,54762743.0
Tennessee,138646.0,129979.0,135218.0,119114.0,125233.0,118069.0,116256.0,124177.0,107288.0,125633.0,121271.0,116945.0,1477829.0
Texas,3500882.0,3345716.0,3588587.0,3481261.0,3483112.0,3069116.0,3232713.0,3391777.0,3100246.0,3503677.0,3208890.0,3102334.0,40008311.0
Utah,978235.0,1041501.0,883449.0,832521.0,1025651.0,1252219.0,1360573.0,1485346.0,1129302.0,1013285.0,988952.0,1006892.0,12997926.0
Virginia,1715932.0,1600642.0,1673496.0,1632849.0,1684723.0,1625756.0,1567779.0,1656535.0,1470258.0,1665432.0,1611344.0,1582173.0,19486919.0
Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia Total,11382723.0,10622483.0,11101233.0,10656627.0,10997461.0,10621674.0,10315570.0,10909544.0,9660021.0,10861891.0,10506980.0,10314382.0,127950589.0
Northern,3648261.0,3406549.0,3558041.0,3390287.0,3535085.0,3348658.0,3254039.0,3445707.0,3042654.0,3572528.0,3454879.0,3396065.0,41052753.0
Southern,7734462.0,7215934.0,7543192.0,7266340.0,7462376.0,7273016.0,7061531.0,7463837.0,6617367.0,7289363.0,7052101.0,6918317.0,86897836.0
Wyoming,38500714.0,32506596.0,31241531.0,26760592.0,28531562.0,30087115.0,34542362.0,36075465.0,33363278.0,33651848.0,33776141.0,32720589.0,391757793.0
Appalachian Total,27944638.0,26107045.0,27253563.0,26113734.0,26952280.0,26110304.0,25548150.0,27083741.0,23841170.0,26741424.0,25854570.0,25243220.0,314793839.0
Interior Total,13632829.0,12843725.0,13337624.0,12866916.0,13556391.0,12604971.0,13366684.0,14043799.0,12587852.0,14214350.0,13758571.0,13487769.0,160301481.0
Western Total,50079854.0,43754766.0,42128411.0,37468242.0,40032954.0,41797715.0,47329226.0,49639984.0,45176097.0,45788138.0,45860238.0,42708726.0,531764351.0
East of Miss River,37699631.0,35214329.0,36689872.0,35183602.0,36431229.0,35146472.0,35222300.0,37305773.0,32961628.0,37108462.0,35943950.0,35219869.0,430127117.0
West of Miss River,53957690.0,47491207.0,46029726.0,41265290.0,44110396.0,45366518.0,51021760.0,53461751.0,48643491.0,49635450.0,49529429.0,46219846.0,576732554.0
US Total,91657321.0,82705536.0,82719598.0,76448892.0,80541625.0,80512990.0,86244060.0,90767524.0,81605119.0,86743912.0,85473379.0,81439715.0,1006859671.0
