State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
New Mexico,2318531.0,2259930.0,2595627.0,2286579.0,2237030.0,2414086.0,2156862.0,2387509.0,2305283.0,2160364.0,2250024.0,2262490.0,27634315.0
North Dakota,2081402.0,2049788.0,2366601.0,2064591.0,2007790.0,2299799.0,2410022.0,2702113.0,2605131.0,2413581.0,2523751.0,2317160.0,27841729.0
Ohio,1767688.0,1703415.0,1948525.0,1764963.0,1733480.0,1892150.0,1906090.0,2089190.0,2019597.0,1909405.0,1989665.0,1899325.0,22623493.0
Oklahoma,138974.0,137509.0,158762.0,144367.0,141017.0,155971.0,143549.0,160946.0,155173.0,143758.0,152453.0,143647.0,1776126.0
Pennsylvania Total,4816171.0,4649661.0,5345617.0,5103701.0,5014291.0,5476545.0,5130768.0,5693741.0,5496011.0,5138956.0,5362489.0,4917923.0,62145874.0
Anthracite,127771.0,123818.0,142754.0,160319.0,158481.0,183347.0,209776.0,234381.0,226060.0,210092.0,241374.0,170731.0,2188904.0
Bituminous,4688400.0,4525843.0,5202863.0,4943382.0,4855810.0,5293198.0,4920992.0,5459360.0,5269951.0,4928864.0,5121115.0,4747192.0,59956970.0
Tennessee,284881.0,279415.0,322600.0,231613.0,224578.0,247112.0,235203.0,263711.0,254246.0,235551.0,254067.0,258608.0,3091585.0
Texas,4207179.0,3841685.0,4285468.0,3778248.0,3762247.0,3692092.0,3460410.0,3572269.0,3478649.0,3468719.0,3310064.0,3329546.0,44186576.0
Utah,1934313.0,1869355.0,2144737.0,1763934.0,1730235.0,1843856.0,1678557.0,1853210.0,1789934.0,1681338.0,1758010.0,1815140.0,21862619.0
Virginia,2431215.0,2371839.0,2712753.0,2464489.0,2429494.0,2577858.0,2360901.0,2586823.0,2500751.0,2365014.0,2407637.0,2203017.0,29411791.0
Washington,267255.0,265945.0,307051.0,284928.0,277295.0,304068.0,255600.0,286575.0,276290.0,255976.0,268935.0,430699.0,3480617.0
West Virginia Total,12382722.0,11970546.0,13701744.0,12650834.0,12471850.0,13239993.0,11946523.0,13113959.0,12674836.0,11967081.0,12473148.0,11580422.0,150173658.0
Northern,3709326.0,3615954.0,4143479.0,3997396.0,3963031.0,4138043.0,3511030.0,3864629.0,3734014.0,3516961.0,3716004.0,3309254.0,45219121.0
Southern,8673396.0,8354592.0,9558265.0,8653438.0,8508819.0,9101950.0,8435493.0,9249330.0,8940822.0,8450120.0,8757144.0,8271168.0,104954537.0
Wyoming,32839301.0,31239420.0,35120729.0,33706874.0,31681535.0,33199588.0,33136282.0,33827561.0,33736813.0,34508215.0,33958006.0,35146000.0,402100324.0
Appalachian Total,30867542.0,29944493.0,34350754.0,31774673.0,31261293.0,33616154.0,30846048.0,34048036.0,32886366.0,30897187.0,32242552.0,29933785.0,382668883.0
Interior Total,12654580.0,11949618.0,13557207.0,11734976.0,11660867.0,12187119.0,11601356.0,12411334.0,12011230.0,11530927.0,11769912.0,11333623.0,144402749.0
Western Total,47302897.0,45194578.0,50983855.0,48104472.0,45592119.0,47763807.0,47365118.0,49198342.0,48621451.0,48764124.0,48455008.0,49071267.0,576417038.0
East of Miss River,38677542.0,37518818.0,43022080.0,39293982.0,38651225.0,41523777.0,38357070.0,42285663.0,40870437.0,38488839.0,40082800.0,37312552.0,476084785.0
West of Miss River,52147477.0,49569871.0,55869736.0,52320139.0,49863054.0,52043303.0,51455452.0,53372049.0,52648610.0,52703399.0,52384672.0,53026123.0,627403885.0
US Total,90825019.0,87088689.0,98891816.0,91614121.0,88514279.0,93567080.0,89812522.0,95657712.0,93519047.0,91192238.0,92467472.0,90338675.0,1103488670.0
