State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Utah,920971.0,1028743.0,1370281.0,1194465.0,1874178.0,1725690.0,1949967.0,2200951.0,1914340.0,1986218.0,1713015.0,1388640.0,19267459.0
Virginia,1601489.0,1450638.0,1511133.0,1432102.0,1451195.0,1321515.0,1421803.0,1478660.0,1402388.0,1455028.0,1350132.0,1391305.0,17267388.0
Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia Total,10752565.0,9731944.0,10383253.0,10352254.0,10486270.0,9536691.0,9821052.0,10203978.0,9679565.0,10152578.0,9408257.0,9725878.0,120234285.0
Northern,3536320.0,3207995.0,3444939.0,3507881.0,3595352.0,3183848.0,3333460.0,3460762.0,3290451.0,3626197.0,3355107.0,3495277.0,41037589.0
Southern,7216245.0,6523949.0,6938314.0,6844373.0,6890918.0,6352843.0,6487592.0,6743216.0,6389114.0,6526381.0,6053150.0,6230601.0,79196696.0
Wyoming,33327539.0,29462018.0,30892940.0,28232844.0,30705319.0,31153233.0,35269883.0,35456699.0,31985185.0,30917210.0,32300445.0,31567218.0,381270533.0
Appalachian Total,26158769.0,23620991.0,25034043.0,24840313.0,25084185.0,22867006.0,23840415.0,24713661.0,23422098.0,24551537.0,22684061.0,23423163.0,290240242.0
Interior Total,14892291.0,13749978.0,14539812.0,14765086.0,14880597.0,13477603.0,15064871.0,15668322.0,14846081.0,16080022.0,14959908.0,15172219.0,178096790.0
Western Total,42840709.0,39302270.0,41577015.0,39072437.0,43052919.0,43268169.0,50003298.0,50448419.0,45502182.0,44693335.0,45171158.0,44214554.0,529146465.0
East of Miss River,37181256.0,33686992.0,35707028.0,35579604.0,35938824.0,32805182.0,34934650.0,36259482.0,34432325.0,36281397.0,33560594.0,34586252.0,420953586.0
West of Miss River,46710513.0,42986247.0,45443842.0,43098232.0,47078877.0,46807596.0,53973934.0,54570920.0,49338036.0,49043497.0,49254533.0,48223684.0,576529911.0
US Total,83891769.0,76673239.0,81150870.0,78677836.0,83017701.0,79612778.0,88908584.0,90830402.0,83770361.0,85324894.0,82815127.0,82809936.0,997483497.0
