State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Tennessee,302773.0,266884.0,323291.0,291749.0,322699.0,283974.0,254813.0,288058.0,254681.0,254458.0,239403.0,220461.0,3303244.0
Texas,4155942.0,3695514.0,4322902.0,4303635.0,4398916.0,3762310.0,3706546.0,3855606.0,3686119.0,3890474.0,3746130.0,3779933.0,47304027.0
Utah,2148487.0,1895100.0,2281014.0,2096762.0,2284151.0,2374206.0,2213751.0,2463992.0,2185287.0,2000329.0,1871588.0,1772229.0,25586896.0
Virginia,2516021.0,2201701.0,2641663.0,2450392.0,2639843.0,2712033.0,2535789.0,2800908.0,2614453.0,2723724.0,2541424.0,2394836.0,30772787.0
Washington,518173.0,455351.0,551591.0,497777.0,540175.0,384667.0,322044.0,364057.0,327379.0,364213.0,279963.0,0.0,4605390.0
West Virginia Total,13509248.0,11900836.0,14289796.0,13226432.0,14261491.0,13819476.0,12787834.0,14150706.0,12939026.0,13146435.0,12275037.0,11660849.0,157967166.0
Northern,3855892.0,3402709.0,4090459.0,3773663.0,4106178.0,3930463.0,3650273.0,4050514.0,3749409.0,4084216.0,3817165.0,3611929.0,46122870.0
Southern,9653356.0,8498127.0,10199337.0,9452769.0,10155313.0,9889013.0,9137561.0,10100192.0,9189617.0,9062219.0,8457872.0,8048920.0,111844296.0
Wyoming,35793625.0,33861514.0,35412061.0,35307926.0,35429366.0,35933530.0,37117804.0,37217185.0,35491989.0,36086889.0,37935688.0,40087729.0,435675306.0
Appalachian Total,34774456.0,30605089.0,36833343.0,33868823.0,36664377.0,36041253.0,33143029.0,36879136.0,33562063.0,33847047.0,31664488.0,29897428.0,407780532.0
Interior Total,13489113.0,11775531.0,14066256.0,13332172.0,14189212.0,13311379.0,12631769.0,13575535.0,12543667.0,13044239.0,12254363.0,12067513.0,156280749.0
Western Total,51400288.0,47502854.0,51712658.0,50671700.0,51769182.0,50274892.0,50412596.0,51757822.0,49231669.0,51197224.0,51900144.0,53275893.0,611106922.0
East of Miss River,43475835.0,38246035.0,45983480.0,42442729.0,45771653.0,44953612.0,41427456.0,45941257.0,41853844.0,42383292.0,39637236.0,37542437.0,509658866.0
West of Miss River,56188022.0,51637439.0,56628777.0,55429966.0,56851118.0,54673912.0,54759938.0,56271236.0,53483555.0,55705218.0,56181759.0,57698397.0,665509337.0
US Total,99663857.0,89883474.0,102612257.0,97872695.0,102622771.0,99627524.0,96187394.0,102212493.0,95337399.0,98088510.0,95818995.0,95240834.0,1175168203.0
