State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Texas,3143852.0,2908736.0,3400499.0,3303787.0,3291447.0,3140068.0,3182132.0,3374099.0,3199779.0,3531413.0,3256328.0,3158013.0,38890153.0
Utah,1631597.0,1629047.0,1473496.0,1354605.0,1626266.0,1967362.0,1691244.0,1871285.0,1671807.0,1708216.0,1647592.0,1492697.0,19765214.0
Virginia,1822168.0,1726662.0,1928296.0,1713122.0,1743655.0,1758873.0,1602795.0,1843392.0,1736576.0,1721711.0,1765428.0,1770846.0,21133524.0
Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia Total,11838190.0,11228866.0,12549836.0,11245640.0,11442862.0,11577199.0,10311992.0,11869735.0,11179499.0,11360758.0,11671435.0,11698993.0,137975005.0
Northern,3581297.0,3402512.0,3806982.0,3430217.0,3502932.0,3528109.0,3155139.0,3642642.0,3429753.0,3586609.0,3693997.0,3699174.0,42459363.0
Southern,8256893.0,7826354.0,8742854.0,7815423.0,7939930.0,8049090.0,7156853.0,8227093.0,7749746.0,7774149.0,7977438.0,7999819.0,95515642.0
Wyoming,37102873.0,33541791.0,38473052.0,34767181.0,32783714.0,33033918.0,33412194.0,36588942.0,38360141.0,38969118.0,38110186.0,39035452.0,434178562.0
Appalachian Total,28990019.0,27576691.0,30885973.0,27598561.0,28025887.0,28569097.0,25323164.0,29307797.0,27587173.0,27341992.0,28210352.0,28225591.0,337642297.0
Interior Total,12938139.0,12255567.0,13611621.0,12635569.0,12882885.0,12732087.0,12261030.0,13575954.0,12942968.0,12854979.0,12897729.0,12907838.0,154496366.0
Western Total,48741315.0,45101939.0,51135801.0,46365796.0,43812377.0,45501104.0,45979205.0,50476731.0,51452954.0,52596667.0,51135928.0,51144578.0,583444395.0
East of Miss River,38327513.0,36422406.0,40702617.0,36528450.0,37113312.0,37686986.0,33892742.0,39023565.0,36869335.0,36253303.0,37416461.0,37528575.0,447765265.0
West of Miss River,52341960.0,48511791.0,54930778.0,50071476.0,47607837.0,49115302.0,49670657.0,54336917.0,55113760.0,56540335.0,54827548.0,54749432.0,627817793.0
US Total,90669473.0,84934197.0,95633395.0,86599926.0,84721149.0,86802288.0,83563399.0,93360482.0,91983095.0,92793638.0,92244009.0,92278007.0,1075583058.0
