state,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,week_51,week_52,week_53
Alabama,142314.0,421365.0,413959.0,399218.0,410362.0,396540.0,412604.0,427376.0,426464.0,414617.0,429130.0,410684.0,393061.0,408106.0,391706.0,369761.0,384862.0,366726.0,357073.0,357881.0,371093.0,324351.0,375165.0,384522.0,381284.0,378237.0,332753.0,343399.0,373469.0,384450.0,375467.0,384517.0,382774.0,386690.0,397808.0,382553.0,371640.0,383178.0,375643.0,376871.0,385556.0,394903.0,391049.0,392830.0,392981.0,396864.0,405154.0,351658.0,389260.0,400130.0,382605.0,303172.0,287641.0
Alaska,6244.0,25549.0,25100.0,24206.0,24882.0,24044.0,25018.0,25914.0,25858.0,25140.0,26020.0,24901.0,23833.0,24745.0,25346.0,23926.0,24903.0,23729.0,23105.0,23157.0,24012.0,20987.0,24275.0,24881.0,24671.0,24474.0,21531.0,24142.0,26256.0,27028.0,26397.0,27033.0,26911.0,27186.0,27967.0,26895.0,26128.0,26939.0,26409.0,26496.0,27106.0,27763.0,28118.0,28246.0,28257.0,28536.0,29132.0,25285.0,27989.0,28771.0,27511.0,21799.0,24948.0
Arizona,50196.0,170642.0,167643.0,161673.0,166186.0,160589.0,167095.0,173077.0,172707.0,167910.0,173787.0,166317.0,159180.0,165273.0,148607.0,140281.0,146010.0,139130.0,135468.0,135774.0,140787.0,123053.0,142331.0,145881.0,144653.0,143497.0,126241.0,125391.0,136370.0,140380.0,137100.0,140405.0,139768.0,141198.0,145258.0,139688.0,135703.0,139916.0,137164.0,137613.0,140784.0,144197.0,134102.0,134712.0,134764.0,136096.0,138939.0,120593.0,133488.0,137216.0,131206.0,103966.0,104472.0
Arkansas,408.0,1106.0,1086.0,1048.0,1077.0,1041.0,1083.0,1122.0,1119.0,1088.0,1126.0,1078.0,1032.0,1071.0,1454.0,1373.0,1429.0,1361.0,1326.0,1329.0,1378.0,1204.0,1393.0,1427.0,1415.0,1404.0,1235.0,708.0,770.0,792.0,774.0,793.0,789.0,797.0,820.0,788.0,766.0,790.0,774.0,777.0,795.0,814.0,644.0,647.0,648.0,654.0,668.0,579.0,641.0,659.0,630.0,500.0,460.0
Colorado,255667.0,687592.0,675506.0,651452.0,669637.0,647082.0,673296.0,697400.0,695912.0,676581.0,700264.0,670162.0,641405.0,665955.0,604002.0,570163.0,593448.0,565483.0,550598.0,551844.0,572217.0,500141.0,578496.0,592923.0,587931.0,583232.0,513097.0,532390.0,579008.0,596033.0,582106.0,596137.0,593434.0,599506.0,616743.0,593092.0,576173.0,594060.0,582379.0,584283.0,597748.0,612238.0,588238.0,590917.0,591144.0,596985.0,609456.0,528984.0,585548.0,601899.0,575536.0,456049.0,403547.0
Illinois,184303.0,604033.0,593416.0,572285.0,588260.0,568446.0,591475.0,612650.0,611342.0,594360.0,615165.0,588721.0,563459.0,585026.0,592996.0,559774.0,582634.0,555178.0,540565.0,541788.0,561790.0,491028.0,567954.0,582119.0,577218.0,572605.0,503747.0,520751.0,566350.0,583003.0,569380.0,583104.0,580461.0,586400.0,603260.0,580126.0,563577.0,581073.0,569648.0,571509.0,584680.0,598854.0,592556.0,595254.0,595483.0,601367.0,613929.0,532867.0,589845.0,606317.0,579761.0,459396.0,464609.0
Indiana,251101.0,719200.0,706559.0,681399.0,700419.0,676827.0,704247.0,729459.0,727903.0,707683.0,732455.0,700969.0,670890.0,696569.0,712476.0,672560.0,700026.0,667039.0,649482.0,650951.0,674983.0,589963.0,682389.0,699408.0,693519.0,687977.0,605245.0,654596.0,711915.0,732848.0,715724.0,732975.0,729653.0,737118.0,758311.0,729231.0,708429.0,730422.0,716060.0,718400.0,734956.0,752773.0,718516.0,721788.0,722066.0,729200.0,744433.0,646140.0,715230.0,735202.0,703001.0,557051.0,529892.0
Kansas,2163.0,5230.0,5138.0,4955.0,5093.0,4922.0,5121.0,5304.0,5293.0,5146.0,5326.0,5097.0,4878.0,5065.0,2908.0,2745.0,2857.0,2723.0,2651.0,2657.0,2755.0,2408.0,2785.0,2855.0,2831.0,2808.0,2470.0,3834.0,4169.0,4292.0,4192.0,4293.0,4273.0,4317.0,4441.0,4271.0,4149.0,4278.0,4194.0,4207.0,4304.0,4409.0,4554.0,4575.0,4576.0,4622.0,4718.0,4095.0,4533.0,4660.0,4455.0,3530.0,3252.0
Kentucky Total,686223.0,2197293.0,2158674.0,2081806.0,2139916.0,2067838.0,2151611.0,2228639.0,2223883.0,2162107.0,2237790.0,2141595.0,2049699.0,2128152.0,2147920.0,2027585.0,2110388.0,2010939.0,1958009.0,1962440.0,2034888.0,1778577.0,2057216.0,2108522.0,2090770.0,2074060.0,1824647.0,1929382.0,2098327.0,2160025.0,2109553.0,2160401.0,2150608.0,2172612.0,2235077.0,2149365.0,2088052.0,2152876.0,2110543.0,2117441.0,2166239.0,2218753.0,2110440.0,2120052.0,2120865.0,2141822.0,2186562.0,1897854.0,2100787.0,2159451.0,2064869.0,1636182.0,1659662.0
Eastern,500048.0,1646363.0,1617427.0,1559832.0,1603372.0,1549366.0,1612135.0,1669849.0,1666286.0,1619999.0,1676706.0,1604630.0,1535775.0,1594558.0,1588391.0,1499403.0,1560636.0,1487093.0,1447951.0,1451228.0,1504803.0,1315261.0,1521315.0,1559256.0,1546128.0,1533771.0,1349330.0,1405151.0,1528192.0,1573126.0,1536368.0,1573400.0,1566268.0,1582293.0,1627786.0,1565363.0,1520709.0,1567920.0,1537089.0,1542113.0,1577652.0,1615897.0,1504459.0,1511311.0,1511891.0,1526830.0,1558724.0,1352914.0,1497578.0,1539397.0,1471973.0,1166377.0,1202392.0
