state,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,week_51,week_52,week_53
Alabama,466256.0,504478.0,506904.0,511887.0,523260.0,484280.0,465374.0,478377.0,497623.0,507309.0,497868.0,517326.0,530194.0,520664.0,537513.0,539795.0,523914.0,534661.0,544987.0,516393.0,507356.0,496133.0,456520.0,456171.0,451982.0,448108.0,412729.0,446874.0,449584.0,454107.0,449832.0,456092.0,457617.0,453827.0,459537.0,450604.0,458505.0,443519.0,456265.0,449580.0,450455.0,462150.0,451889.0,453061.0,418709.0,442905.0,400295.0,429409.0,418617.0,437452.0,445540.0,324764.0,2188.0
Alaska,27854.0,27279.0,27411.0,27680.0,28295.0,26187.0,25165.0,25868.0,26909.0,27432.0,26922.0,27974.0,28670.0,28155.0,29066.0,29189.0,28330.0,28911.0,29470.0,27924.0,27435.0,26828.0,27429.0,27408.0,27156.0,26924.0,24798.0,26849.0,27012.0,27284.0,27027.0,27403.0,27495.0,27267.0,27610.0,27074.0,27548.0,26648.0,26764.0,25817.0,25867.0,26539.0,25950.0,26017.0,24044.0,25434.0,22987.0,24659.0,24039.0,25121.0,25585.0,20826.0,0.0
Arizona,122483.0,127198.0,128217.0,130309.0,135084.0,118718.0,110781.0,116240.0,124320.0,128387.0,124423.0,132592.0,137995.0,133993.0,141067.0,142026.0,135358.0,139870.0,144205.0,132200.0,128406.0,123695.0,185915.0,185708.0,183226.0,180930.0,159966.0,180199.0,181805.0,184484.0,181952.0,185661.0,186565.0,184319.0,187702.0,182409.0,187091.0,178211.0,185953.0,195646.0,196027.0,201116.0,196651.0,197161.0,182212.0,192741.0,174198.0,186868.0,182172.0,190368.0,193888.0,145654.0,0.0
Arkansas,16.0,26.0,26.0,27.0,27.0,25.0,24.0,25.0,26.0,26.0,26.0,27.0,28.0,27.0,28.0,28.0,27.0,28.0,28.0,27.0,26.0,26.0,280.0,279.0,277.0,274.0,253.0,274.0,275.0,278.0,276.0,279.0,280.0,278.0,281.0,276.0,281.0,272.0,274.0,89.0,89.0,91.0,89.0,89.0,83.0,87.0,79.0,85.0,83.0,86.0,88.0,271.0,0.0
Colorado,772004.0,807234.0,811116.0,819090.0,837289.0,774914.0,744662.0,765469.0,796266.0,811764.0,796658.0,827794.0,848383.0,833134.0,860095.0,863747.0,838335.0,855530.0,872054.0,826300.0,811839.0,793881.0,541108.0,540694.0,535729.0,531137.0,489202.0,529674.0,532887.0,538247.0,533180.0,540600.0,542408.0,537916.0,544683.0,534095.0,543460.0,525697.0,798572.0,778725.0,780240.0,800498.0,782724.0,784754.0,725253.0,767162.0,693358.0,743787.0,725093.0,757717.0,771727.0,623889.0,73320.0
Illinois,587205.0,645837.0,648943.0,655323.0,669883.0,619980.0,595776.0,612422.0,637062.0,649462.0,637375.0,662286.0,678759.0,666559.0,688129.0,691051.0,670720.0,684477.0,697697.0,661091.0,649521.0,635154.0,649379.0,648883.0,642924.0,637413.0,587088.0,635658.0,639513.0,645946.0,639866.0,648770.0,650939.0,645549.0,653670.0,640963.0,652203.0,630885.0,641372.0,637774.0,639015.0,655606.0,641049.0,642712.0,593981.0,628304.0,567858.0,609160.0,593849.0,620568.0,632042.0,525278.0,25188.0
Indiana,662735.0,704967.0,708357.0,715320.0,731214.0,676741.0,650322.0,668492.0,695388.0,708923.0,695730.0,722921.0,740903.0,727585.0,751131.0,754320.0,732128.0,747144.0,761574.0,721617.0,708988.0,693305.0,708833.0,708291.0,701787.0,695771.0,640838.0,693855.0,698064.0,705085.0,698449.0,708168.0,710536.0,704652.0,713517.0,699646.0,711915.0,688646.0,703996.0,690384.0,691727.0,709687.0,693929.0,695729.0,642978.0,680133.0,614701.0,659409.0,642836.0,671759.0,684180.0,558896.0,20848.0
Kansas,1975.0,2888.0,2902.0,2930.0,2995.0,2772.0,2664.0,2738.0,2848.0,2904.0,2850.0,2961.0,3035.0,2980.0,3077.0,3090.0,2999.0,3060.0,3120.0,2956.0,2904.0,2840.0,4770.0,4766.0,4723.0,4682.0,4312.0,4669.0,4698.0,4745.0,4700.0,4766.0,4781.0,4742.0,4802.0,4708.0,4791.0,4634.0,5668.0,4502.0,4511.0,4628.0,4526.0,4537.0,4193.0,4436.0,4009.0,4300.0,4192.0,4381.0,4462.0,5953.0,0.0
Kentucky Total,2188411.0,2339884.0,2351136.0,2374249.0,2427001.0,2246200.0,2158510.0,2218820.0,2308091.0,2353014.0,2309226.0,2399478.0,2459161.0,2414958.0,2493109.0,2503694.0,2430035.0,2479877.0,2527772.0,2395148.0,2353231.0,2301178.0,2485160.0,2483261.0,2460456.0,2439366.0,2246771.0,2432648.0,2447404.0,2472020.0,2448753.0,2482828.0,2491130.0,2470501.0,2501582.0,2452952.0,2495965.0,2414384.0,2338395.0,2272409.0,2276830.0,2335945.0,2284077.0,2290003.0,2116373.0,2238667.0,2023297.0,2170456.0,2115905.0,2211106.0,2251988.0,1849756.0,50337.0
Eastern,1675323.0,1771733.0,1780253.0,1797754.0,1837697.0,1700797.0,1634399.0,1680065.0,1747660.0,1781675.0,1748519.0,1816857.0,1862048.0,1828578.0,1887753.0,1895768.0,1839994.0,1877734.0,1914000.0,1813578.0,1781839.0,1742425.0,1913893.0,1912431.0,1894868.0,1878626.0,1730303.0,1873452.0,1884816.0,1903774.0,1885855.0,1912097.0,1918491.0,1902604.0,1926540.0,1889089.0,1922214.0,1859387.0,1804924.0,1738879.0,1742262.0,1787498.0,1747808.0,1752342.0,1619478.0,1713059.0,1548255.0,1660863.0,1619120.0,1691969.0,1723253.0,1421568.0,26985.0
