state,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,week_51,week_52,week_53
Alabama,281892.0,381777.0,373331.0,370505.0,374029.0,379571.0,376828.0,387460.0,386998.0,385624.0,381589.0,362845.0,369188.0,380989.0,387284.0,380421.0,384351.0,381172.0,383197.0,378786.0,374767.0,371418.0,370967.0,387192.0,391876.0,345469.0,304666.0,357613.0,349400.0,384245.0,365377.0,372693.0,380721.0,375451.0,386822.0,361779.0,380607.0,372165.0,381793.0,355883.0,338604.0,340263.0,351487.0,336944.0,352352.0,347242.0,367826.0,314486.0,350553.0,355242.0,354797.0,301177.0,134900.0
Alaska,27859.0,40166.0,40094.0,38105.0,39520.0,40858.0,40716.0,42589.0,41871.0,42320.0,42499.0,41588.0,42315.0,43756.0,44479.0,43691.0,44142.0,43777.0,44010.0,43503.0,43042.0,42657.0,42605.0,44469.0,45006.0,39677.0,30901.0,36271.0,35438.0,38972.0,37059.0,37801.0,38615.0,38080.0,39234.0,36694.0,38603.0,37747.0,38724.0,41957.0,39920.0,40116.0,41439.0,39724.0,41541.0,40938.0,43365.0,37077.0,41329.0,41881.0,41829.0,35507.0,15475.0
Arizona,79782.0,110515.0,110317.0,104843.0,108736.0,112417.0,112028.0,117180.0,115207.0,116441.0,116933.0,114426.0,116427.0,126067.0,128150.0,125879.0,127180.0,126128.0,126798.0,125338.0,124008.0,122900.0,122751.0,128120.0,129669.0,114314.0,108812.0,127722.0,124788.0,137233.0,130495.0,133108.0,135975.0,134093.0,138154.0,129210.0,135934.0,132919.0,136358.0,150786.0,143465.0,144168.0,148923.0,142761.0,149290.0,147125.0,155846.0,133246.0,148527.0,150514.0,150326.0,127607.0,51444.0
Arkansas,1352.0,1830.0,1827.0,1736.0,1800.0,1861.0,1855.0,1940.0,1908.0,1928.0,1936.0,1895.0,1928.0,2461.0,2502.0,2457.0,2483.0,2462.0,2475.0,2447.0,2421.0,2399.0,2396.0,2501.0,2531.0,2231.0,1187.0,1393.0,1361.0,1497.0,1423.0,1452.0,1483.0,1463.0,1507.0,1409.0,1483.0,1450.0,1487.0,1233.0,1173.0,1179.0,1218.0,1168.0,1221.0,1203.0,1275.0,1090.0,1215.0,1231.0,1230.0,1044.0,674.0
Colorado,310969.0,416707.0,351596.0,403685.0,340999.0,380345.0,419691.0,354114.0,395926.0,369531.0,382729.0,355374.0,367220.0,396513.0,409304.0,358141.0,370932.0,340236.0,378040.0,352837.0,352837.0,340236.0,386612.0,386612.0,508944.0,477135.0,516000.0,532125.0,403125.0,532125.0,516000.0,499506.0,577553.0,483896.0,468287.0,483896.0,452677.0,402739.0,418848.0,418631.0,472647.0,391622.0,351110.0,421130.0,489054.0,421130.0,434715.0,529119.0,473422.0,487347.0,501271.0,403801.0,248299.0
Illinois,621679.0,891812.0,872084.0,865483.0,873714.0,886660.0,880253.0,905089.0,904010.0,900800.0,891373.0,849028.0,863870.0,842822.0,856747.0,841565.0,850258.0,843226.0,847706.0,837947.0,829058.0,821647.0,820649.0,856544.0,866904.0,764244.0,771814.0,905946.0,885139.0,973414.0,925614.0,944148.0,964485.0,951135.0,979943.0,916499.0,964197.0,942812.0,967202.0,998365.0,949893.0,954548.0,986034.0,945237.0,988460.0,974125.0,1031869.0,882234.0,983413.0,996567.0,995321.0,844899.0,398845.0
Indiana,516848.0,720310.0,704376.0,699044.0,705693.0,716149.0,710974.0,731034.0,730163.0,727570.0,719956.0,691377.0,703463.0,694209.0,705679.0,693173.0,700334.0,694542.0,698231.0,690193.0,682872.0,676768.0,675946.0,705511.0,714045.0,629486.0,594424.0,697729.0,681703.0,749690.0,712876.0,727150.0,742813.0,732531.0,754718.0,705856.0,742591.0,726121.0,744905.0,738681.0,702817.0,706261.0,729558.0,699372.0,731353.0,720747.0,763471.0,652757.0,727619.0,737351.0,736429.0,625134.0,295767.0
Kansas,523.0,707.0,706.0,671.0,696.0,719.0,717.0,750.0,737.0,745.0,748.0,732.0,745.0,688.0,700.0,687.0,694.0,689.0,692.0,684.0,677.0,671.0,670.0,699.0,708.0,624.0,500.0,587.0,574.0,631.0,600.0,612.0,625.0,616.0,635.0,594.0,625.0,611.0,627.0,522.0,496.0,499.0,515.0,494.0,516.0,509.0,539.0,461.0,514.0,521.0,520.0,441.0,0.0
Kentucky Total,1311221.0,1851300.0,1810348.0,1796643.0,1813731.0,1840605.0,1827304.0,1878863.0,1876622.0,1869958.0,1850390.0,1833890.0,1865947.0,1787545.0,1817079.0,1784878.0,1803316.0,1788402.0,1797903.0,1777205.0,1758353.0,1742635.0,1740519.0,1816648.0,1838621.0,1620888.0,1416885.0,1663124.0,1624926.0,1786980.0,1699229.0,1733254.0,1770588.0,1746079.0,1798965.0,1682496.0,1770059.0,1730801.0,1775575.0,1724911.0,1641165.0,1649206.0,1703606.0,1633119.0,1707798.0,1683032.0,1782797.0,1524267.0,1699078.0,1721805.0,1719652.0,1459763.0,686157.0
Eastern,722762.0,1013538.0,991118.0,983615.0,992970.0,1007683.0,1000401.0,1028628.0,1027401.0,1023753.0,1013040.0,1017068.0,1034847.0,932101.0,947501.0,930710.0,940325.0,932548.0,937502.0,926709.0,916879.0,908683.0,907580.0,947276.0,958734.0,845199.0,728705.0,855346.0,835701.0,919045.0,873915.0,891414.0,910615.0,898010.0,925209.0,865309.0,910343.0,890152.0,913180.0,874836.0,832362.0,836440.0,864031.0,828281.0,866157.0,853596.0,904195.0,773074.0,861734.0,873261.0,872169.0,740359.0,332388.0
Western,588459.0,837762.0,819230.0,813028.0,820761.0,832922.0,826903.0,850235.0,849221.0,846205.0,837350.0,816822.0,831100.0,855444.0,869578.0,854168.0,862991.0,855854.0,860401.0,850496.0,841474.0,833952.0,832939.0,869372.0,879887.0,775689.0,688180.0,807778.0,789225.0,867935.0,825314.0,841840.0,859973.0,848069.0,873756.0,817187.0,859716.0,840649.0,862395.0,850075.0,808803.0,812766.0,839575.0,804838.0,841641.0,829436.0,878602.0,751193.0,837344.0,848544.0,847483.0,719404.0,353769.0
