state,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,week_51,week_52,week_53
Alabama,124969.0,333555.0,352355.0,348653.0,332833.0,323905.0,338328.0,350355.0,352873.0,358938.0,364913.0,387156.0,390284.0,390021.0,389008.0,391055.0,386470.0,393915.0,383833.0,389766.0,387282.0,380061.0,431415.0,394229.0,405204.0,402337.0,401953.0,359398.0,387076.0,387384.0,390839.0,385909.0,392273.0,387500.0,395966.0,438187.0,436007.0,436884.0,446342.0,455069.0,453190.0,467706.0,460114.0,461342.0,461443.0,466808.0,474918.0,450554.0,464572.0,475482.0,450384.0,421520.0,419638.0
Alaska,4061.0,16078.0,16984.0,16805.0,16043.0,15612.0,16308.0,16887.0,17009.0,19259.0,19580.0,21032.0,21202.0,19094.0,19045.0,18981.0,18759.0,19120.0,18631.0,18918.0,18798.0,18447.0,36645.0,32339.0,36270.0,36013.0,35979.0,33155.0,35708.0,35737.0,36055.0,35601.0,36188.0,35747.0,36528.0,26581.0,26449.0,26502.0,24921.0,25408.0,25303.0,25211.0,24801.0,24868.0,24873.0,25162.0,25599.0,24286.0,25042.0,25630.0,22893.0,21426.0,21455.0
Arizona,78521.0,219963.0,232360.0,229919.0,219487.0,213599.0,223111.0,231041.0,232702.0,225430.0,229183.0,245402.0,247384.0,261530.0,260851.0,270060.0,266894.0,272035.0,265073.0,269170.0,267455.0,262468.0,260691.0,267163.0,258646.0,256816.0,256571.0,242410.0,261079.0,261287.0,263617.0,260291.0,264584.0,261365.0,267075.0,234404.0,233238.0,233706.0,219952.0,224253.0,223327.0,233232.0,229446.0,230059.0,230109.0,232785.0,236829.0,224679.0,231670.0,237110.0,215951.0,202111.0,202375.0
Arkansas,97.0,201.0,212.0,210.0,201.0,195.0,204.0,211.0,213.0,206.0,210.0,107.0,107.0,105.0,105.0,172.0,170.0,173.0,169.0,172.0,171.0,167.0,166.0,170.0,359.0,357.0,356.0,216.0,232.0,232.0,235.0,232.0,235.0,233.0,238.0,233.0,232.0,233.0,290.0,296.0,295.0,214.0,211.0,211.0,211.0,214.0,217.0,206.0,213.0,218.0,91.0,85.0,85.0
Colorado,290286.0,747213.0,789327.0,781034.0,745595.0,725596.0,757905.0,730249.0,735497.0,699196.0,710834.0,732844.0,738763.0,731487.0,729588.0,787649.0,778415.0,793409.0,773103.0,785052.0,780051.0,765506.0,760323.0,779200.0,779828.0,774310.0,773572.0,698958.0,752786.0,753386.0,760104.0,750517.0,762894.0,753611.0,770075.0,756432.0,752669.0,754182.0,748819.0,763461.0,760308.0,793988.0,781100.0,783184.0,783357.0,792464.0,806231.0,764870.0,788669.0,807190.0,776809.0,727026.0,651152.0
Illinois,167572.0,504316.0,532739.0,527142.0,503224.0,489725.0,511532.0,529715.0,533523.0,516851.0,525454.0,560632.0,565161.0,650989.0,649298.0,645528.0,637960.0,650249.0,633606.0,643400.0,639301.0,627380.0,803840.0,657761.0,665492.0,660783.0,660153.0,595893.0,641784.0,642296.0,648023.0,639850.0,650402.0,642488.0,656524.0,607390.0,604368.0,605583.0,581906.0,593284.0,590834.0,624641.0,614501.0,616141.0,616277.0,623442.0,634272.0,601733.0,620456.0,635027.0,593549.0,555510.0,533528.0
Indiana,243230.0,663268.0,700651.0,693289.0,661832.0,644079.0,672759.0,696674.0,701681.0,679754.0,691069.0,728515.0,734400.0,722018.0,720143.0,732879.0,724287.0,738239.0,719344.0,730463.0,725809.0,712276.0,707453.0,696017.0,655654.0,651015.0,650394.0,611899.0,659023.0,659548.0,665429.0,657036.0,667871.0,659745.0,674158.0,662214.0,658920.0,660245.0,662953.0,675916.0,673125.0,680814.0,669763.0,671550.0,671698.0,679508.0,691312.0,655847.0,676253.0,692134.0,668214.0,625391.0,605671.0
Kansas,1114.0,2997.0,3166.0,3133.0,2991.0,2910.0,3040.0,3148.0,3171.0,3072.0,3123.0,2897.0,2921.0,2088.0,2082.0,1700.0,1680.0,1713.0,1669.0,1695.0,1684.0,1652.0,1641.0,1682.0,2283.0,2267.0,2265.0,1608.0,1732.0,1733.0,1748.0,1726.0,1755.0,1733.0,1771.0,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3108.0,2908.0,2910.0
Kentucky Total,674121.0,2057293.0,2173243.0,2150410.0,2052838.0,1997772.0,2086731.0,2160908.0,2176439.0,2108427.0,2143523.0,2199285.0,2217050.0,2153188.0,2147599.0,2156932.0,2131643.0,2172705.0,2117097.0,2149821.0,2136124.0,2096294.0,2125982.0,2145037.0,2157933.0,2142662.0,2140620.0,1963096.0,2114279.0,2115963.0,2134833.0,2107905.0,2142667.0,2116595.0,2162837.0,2185396.0,2174524.0,2178896.0,2177755.0,2220336.0,2211167.0,2197618.0,2161946.0,2167714.0,2168192.0,2193400.0,2231504.0,2117024.0,2182895.0,2234158.0,2210436.0,2068777.0,2023518.0
Eastern,545040.0,1689501.0,1784722.0,1765971.0,1685843.0,1640621.0,1713676.0,1774592.0,1787347.0,1731494.0,1760315.0,1797759.0,1812281.0,1764215.0,1759635.0,1778107.0,1757260.0,1791110.0,1745268.0,1772245.0,1760954.0,1728119.0,1716418.0,1759033.0,1751401.0,1739007.0,1737349.0,1605152.0,1728769.0,1730146.0,1745575.0,1723557.0,1751981.0,1730663.0,1768473.0,1737141.0,1728499.0,1731974.0,1698035.0,1731236.0,1724087.0,1729898.0,1701818.0,1706359.0,1706735.0,1726578.0,1756572.0,1666457.0,1718309.0,1758661.0,1664175.0,1557524.0,1534869.0
